Waktu,Kejadian,Penyebab,Keterangan,Lokasi,Posisi
2021-11-18,Banjir,"Hujan dengan Intensitas sedang - lebat yang terjadi Hari Rabu ,17 Nopember 2021 sore hingga malam mengguyur wilayah kec karang rayung dan godong menyebabkan sungai jajar lama di desa werdoyo tak mampu menampung debit air dan Sungai jratun sekunder di Desa Anggaswangi tak mampu menampung debit air sehingga air limpas menggenangi jalan dan beberapa rumah penduduk,juga menggenangi areal persawahan.","Hujan dengan Intensitas sedang - lebat yang terjadi Hari Rabu ,17 Nopember 2021 sore hingga malam mengguyur wilayah kec karang rayung dan godong menyebabkan sungai jajar lama di desa werdoyo tak mampu menampung debit air dan Sungai jratun sekunder di Desa Anggaswangi tak mampu menampung debit air sehingga air limpas menggenangi jalan dan beberapa rumah penduduk,juga menggenangi areal persawahan. *-Akibat :* A. Ds Anggaswangi Banjir menggenangi jln raya Godong- Karangrayung tepatnya di ruas jln truko-Dsn Kerep Anggaswangi, ketinggian air di jalan raya antara 40 s/d 50 cm dan sepanjang 400 meter hingga arus lalu lintas menjadi terganggu,air juga menggenangi 40 rumah dengan ketinggian 20 cm, sedangkan diareal persawahan krg lbh 30 ha yg terdapat tanaman padi berumur 21 hari. B.Ds.Werdoyo Banjir menggenangi areal persawahan krg lbh 50 ha yg terdapat tanaman padi berumur 30 hari dan jg menggenangi jln raya truko- penawangan hingga arus lalu lintas menjadi terganggu. C. Desa Guyangan. Banjir menggenangi areal persawahan krg lbh 60 ha yg terdapat tanaman padi berumur 30 hari dan menggenangi jln raya truko- penawangan tepatnya di timur jembatan guyangan ketinggian air di jalan raya krg lbh 40 cm panjang 100 meter dan mengganggu arus lalulintas. Kondisi saat ini : air sudah banyak mengalami penurunan.",Grobogan,"-7.0715924420250325, 110.79230399082178"
2021-11-18,BANJIR,hujan dengan intensitas tinggi mengakibatkan anakan sungai PP meluap.,"Mohon ijin melaporkan Kegiatan TRC BPBD Boyolali *A. Kegiatan TRC BPBD Boyolali :* Melaksanakan Kegiatan Assassement Banjir. *B. Waktu Pelaksanaan :* Hari : Kamis Tanggal : 18 November 2021 Pukul : 22:00 WIB *C. Waktu Dan Tempat Kejadian :* Hari : Kamis Tanggal : 18 November 2021 Pukul : 21:30 WIB Alamat : 1. Ds.Kismoyoso, Kec.Ngemplak, Kab.Boyolali 2. Ds.Dibal, Kec.Ngemplak, Kab.Boyolali *D. Kronologi Kejadian :* Hujan dengan intensitas tinggi dan bedurasi 6 jam mengakibatkan anakn sungai PP meluap dan membanjiri permukiman warga di dua wilayah yaitu Ds.Kismoyoso dan Ds.Dibal, Kec.Ngemplak, Kab.Boyolali. Ketinggian banjir 30 s/d 40 cm. Sampai saat ini warga tidak ada yang mengungsi. Hampir stiap tahun kedua wilayah tersebut menjadi langganan banjir. *E. Upaya :* TRC BPBD menuju lokasi banjir di Ds.Kismoyoso dan Ds.Dibal, Kec.Ngemplak, Kab.Boyolali untuk melaksanakan Assassement serta melaksanakan patroli untuk menganti sipasi apa bila banjir semakin tinggi TRC BPBD sudah berada di lokasi banjir dan siap melaksanakan evakuasi warga. *F. Dampak :* Sebagian besar rumah warga tergenang banjir. *G. Korban Jiwa :* Nihil *H. Keterangan :* Saat ini banjir mulai surut dan hujan sudah reda kembali. *I. Dokumentasi :* Terlampir",Boyolali,"-7.5104028897108, 110.81078289843353"
2021-11-18,Banjir Luapan,,"Bayan Rt 06 Rw 16 Ketinggian Air +-70 Cm terdampak 14 KK, 9 KK masuk rumah dan 1 Masjid",Kota Surakarta,"-7.53308419902893, 110.81366958911474"
2021-11-19,Banjir,terjadi Bencana banjir di sebabkan meluapnya sungai Lusi.,Hujan deras yang mengguyur wilayah Kab Grobogan menyebabkan Sungai Lusi meluap menyebabkan beberapa wilyah yang di lewati sungai Lusi tergenang banjir.,Grobogan,"-7.076362373228534, 110.97045455052141"
2021-11-19,Banjir,Hujan deras yang mengguyur Kota Surakarta dengan durasi lebih dari 3 jam mengakibatkan luapan yang menggenang beberapa titik lokasi.,"akibat Hujan Lebat di wilayah pegunungan Kendeng, yang melimpas sampai ke desa Jatiroto Kecamatan Kayen Kabupaten Pati",Pati,"-6.8882916608473845, 110.9940527136674"
2021-11-20,Pembersihan aliran sungai,Tumpukan sampah dan pepohonan,"Pembersihan pepohonan & tanah yg longsor disungai yg menyebabkan penyumbatan sungai, sehingga air meluap membanjiri pandeyan & kismoyoso.",Boyolali,"-7.508641433158647, 110.80158191263507"
2021-11-21,BANJIR,,Banjir terjadi di 2 titik : 1. Desa Gedangan Rt : 01 / Rw : 02 Kec. Welahan : TMA 40 CM 2. Desa Welahan Rt : 05 / Rw : 04 Kec. Welahan : TMA 20 CM,Jepara,"-6.787955, 110.719753"
2021-11-22,Tidak Banjir,,,,
2021-11-23,Banjir Desa Kaligangsa Wetan Kec. Brebes,Hujan intensitas sedang - lebat,"Bahwa pada hari Senin tanggal 22 November 2021 telah terjadi hujan dengan intensitas sedang hingga lebat di kecamatan brebes dan kecamatan wanasari dari pukul 21.00 sampai dengan hari Selasa, 23 November 2021 pukul 04.00 WIB sehingga menyebabkan bencana alam banjir karena saluran drainase yang tidak lancar, yakni: Prumnas Kali gangsa Wetan Kacamatan Brebes tinggi banjir 10 - 30 cm dan kondisi sekarang sudah surut",Brebes,"-6.874167, 109.0467"
2021-11-23,Banjir Luapan,Hujan dengan intensitas tiinggi,"Pada hari Selasa, 23 November 2021 Pukul 23.00 WIB Terjadi hujan dengan intensitas tinggi, yang menyebabkan sungai Kalibanteng meluap ke pemukiman.",Banyumas,"-7.49660036581069, 109.29061595036812"
2021-11-24,Tidak Banjir,,,,
2021-11-25,Banjir,"Pada Hari : Kamis, Tanggal : 25 November 2021 telah terjadi hujan yang sangat deras","Pada Hari : Kamis, Tanggal : 25 November 2021 telah terjadi hujan yang sangat deras dari pukul 13.00 - 17.30 WIB mengakibatkan banjir di beberapa wilayah kabupaten Grobogan.",Grobogan,"-7.077214141471397, 111.01100864089204"
2021-11-25,Banjir,Akibat Hujan,"Akibat hujan lebat di pegunungan Kendeng kabupaten pati, mulai pkl 14.30 WIB, mengakibatkan beberapa desa di bawah pegunungan kendeng mengalami banjir. yang mengakibatkan 5 kecamatan terdampak kecamatan kayen, kecamatan Tambakromo, kec. winong, kecamatan Pucakwangi dan kecamatan Gabus",Pati,"-6.87427895153919, 111.05580001671677"
2021-11-26,Tidak Banjir,,,,
2021-11-27,Banjir,Hujan lebat di wilayah pegunungan utara Kendeng Utara air dari hulu membawa sampah dan menyumbat saluran di jembatan sehingga menimbulkan luapan air.,Hujan lebat di wilayah pegunungan kendeng utara air dari hulu membawa sampah dan menyumbat saluran di jembatan sehingga menimbulkan luapan air.,Grobogan,"-7.144498849647323, 110.90697935298664"
2021-11-27,banjir,,banjir mengakibatkan talut irigasi roboh,Rembang,"-6.762806474971467, 111.2707138618539"
2021-11-28,Tidak Banjir,,,,
2021-11-29,Banjir,Hujan Lebat di wilayah Kecamatan Klambu pukul 16.15-17.05 WIB,"Terjadi hujan lebat di Wilayah Kecamatan Klambu dari pukul 16.15 - 17.05 WIB yang mengakibatkan air turun dari pegunungan utara Klambu dan menggenangi beberapa rumah di Dsn. Kauman dan Dsn Krajan Desa Klambu, Ketinggian air sekitar 10-20 cm.",Grobogan,"-6.997992994357976, 110.78991722681944"
2021-11-30,banjir,hujan intensitas deras & lama,"hujan deras mengakibatkan banjir di Ds. Mintobasuki Kec. Gabus, Ds.Mustokoharjo, desa Gajahmati Kec. Pati.Selasa 30 November 2021 pukul 06.00 WIB:",Pati,"-6.704944, 111.037063"
2021-12-01,Tidak Banjir,,,,
2021-12-02,Tidak Banjir,,,,
2021-12-03,Tidak Banjir,,,,
2021-12-04,"BANJIR Dk. Kebandungan, Desa kebandungan, kec. Bantarkawung",hujan dengan intensitas ringan hingga tinggi,"Pada hari Jumat, 3 Desember 2021 Pukul 22.00 WIB Sampai dengan hari Sabtu, 4 Desember 2021 pukul 05.00 WIB terjadi hujan dengan intensitas ringan hingga tinggi disertai angin yang mengguyur wilayah Bumiayu, Paguyangan, Bantarkawung, Sirampog dan sekitarnya. Yang mengakibatkan meluapnya sungai pemali sehingga banjir yang menggenangi 16 rumah dan 1 sekolah dengan ketinggian banjir 30 - 40 cm di desa kebandungan kecamatan bantarkawung, air luapan dari sungai pemali pada pukul 05.00 WIB dan surut pada pukul 07.30 WIB.",Brebes,"-7.054813, 108.934297"
2021-12-05,Banjir Luapan,Hujan dengan intensitas deras dan gorong - gorong tersumbat oleh sampah dan terdapat kabel didalamnya.,"Pada hari Minggu, 5 Desember 2021 pukul 16.00 - 19.00 wib telah terjadi hujan dengan intensitas deras di wilayah Desa Karanglo Kec. Cilongok.",Banyumas,"-7.395833840640064, 109.11881307434969"
2021-12-05,Banjir,"Telah terjadi hujan deras pada pkl. 13.00 wib, yang mengakibatkan banjir di beberapa wilayah kab. Grobogan","Telah terjadi hujan deras pada pkl. 13.00 wib, yang mengakibatkan banjir di beberapa wilayah kab. Grobogan",Grobogan,"-7.0245719178463695, 110.77583255446626"
2021-12-06,Banjir,Hujan lebat di wilayah Kecamatan Gubug mengakibatkan air turun dari perbukitan dan meluapnya sungai prughon masuk ke pemukiman warga.,"Telah terjadi hujan lebat di wilayah kecamatan Gubug Desa Penadaran mulai pukul 15.00 - 17.00 WIB yang mengakibatkan air turun dari perbukitan, dan meluapnya sungai prughon masuk ke pemukiman warga,tidak mengakibatkan kerusakan dan tidak menimbulkan korban jiwa.",Grobogan,"-7.040075588678407, 110.77770251218521"
2021-12-07,Tidak Banjir,,,,
2021-12-08,Tidak Banjir,,,,
2021-12-09,Tidak Banjir,,,,
2021-12-10,BANJIR,1. Hujan Lebat 2. Sistem drainase yang tidak berfungsi karena tersumbat tanah dan sampah.,"Telah terjadi Banjir di : 1. Desa Mulyoharjo Kec. Jepara Kab. Jepara TMA 30 cm Dampak : Merendam 2 Rumah warga,1 Pondok Pesantren, dan 1 Rumah Sakit RSI Jepara 2. Sungai Bendung Kamituwan RT. 32 RW. 07 Desa Sekuro Kec. Mlonggo Dampak : 30 hektar sawah terendam sawah belum di tanami",Jepara,"-6.583367, 110.678914"
2021-12-11,BANJIR,1. Hujan Lebat 2. Sistem drainase yang tidak berfungsi dengan baik 3. Tanggul Jebol,"Telah terjadi banjir di : 1. Desa Tegalsambi Kecamatan Tahunan TMA : 50 cm Dampak : 85 rumah terendam, 190 KK terdampak RT. 08, 09, 10 RW.02 Desa Tegalsambi 2. Desa Mantingan Kecamatan Tahunan Dampak : 100 m Jalan Raya komplek makam mantingan terendam dan tidak bisa dilalui kendaraan 3. Desa Mulyoharjo Kecamatan Jepara Dampak : 20 rumah dan 1 Sekolah Kejuruan terendam 4. Desa Bondo Kecamatan Bangsri Dampak : 1 rumah, 20 ha Sawah dan 100 m Jalan terendam",Jepara,"-6.62029, 110.650577"
2021-12-12,Tidak Banjir,,,,
2021-12-13,Tidak Banjir,,,,
2021-12-14,Tidak Banjir,,,,
2021-12-15,Tidak Banjir,,,,
2021-12-16,Tidak Banjir,,,,
2021-12-17,Tidak Banjir,,,,
2021-12-18,Tidak Banjir,,,,
2021-12-19,Tidak Banjir,,,,
2021-12-20,BANJIR,HUJAN DERAS DI WILAYAH GUNUNG KENDENG,HUJAN DERAS DI WILAYAH GUNUNG KENDENG TADI SORE SEKIRA PUKUL 14.30 WIB. MENGAKIBATKAN BANJIR DI WILAYAH SLUNGKEP KECAMATAN KAYEN. 350 RUMAH TERDAMPAK BANJIR,Pati,"-6.896074213268889, 110.98567826314478"
2021-12-20,Banjir,Hujan lebat,Terjadi Banjir genangan di Wilayah Grobogan tepatnya Desa Putatsari dan Desa Teguhan.,Grobogan,"-7.044164382610674, 110.9409711827062"
2021-12-21,Tidak Banjir,,,,
2021-12-22,Tidak Banjir,,,,
2021-12-23,Tidak Banjir,,,,
2021-12-24,Tidak Banjir,,,,
2021-12-25,Tidak Banjir,,,,
2021-12-26,Tidak Banjir,,,,
2021-12-27,Banjir,Hujan deras dengan intensitas lama,Lokasi Bencana : Kota : SEMARANG. Kecamatan : Ngaliyan. Kelurahan : Wonosari. Jalan/Gang : Jl. Jend. Urip Sumoharjo Kronologi: 1. Saat Hujan Deras disebabkan Crossing Yg ada di Bawah Jalan Urip Sumohardjo Arah Utara Yang Tidak Maksimal ± 16:00 WIB dan sudah surut ± 17:30 WIB 2. Jln. Muradi Hujan Deras/Debet Curah Hujan Tinggi Berdampak juga ke Jalan Siliwangi/Sebelah Barat Agen Bis Coyo air menggenang dan bikin Macet jalan raya,Kota Semarang,"-7.0082158366633935, 110.41260952099285"
2021-12-28,Banjir,Curah Hujan Lebat,Lokasi Kota : Semarang Kecamatan : Tambalang Kelurahan : Rowosari Jalan : Dukuh Muntoksari RT/RW : 03 / 06 pemilik : Ibu. listiyaningrum Dihuni : 1KK 3jiwa Kronologi : Sekitaran pukul ± 16.00 WIB terjadi hujan deras yang menyebabkan Sungai samping rumah Meluap dan air masuk ke rumah penduduk.,Kota Semarang,"-7.0027636819827475, 110.41257021903219"
2021-12-29,Tidak Banjir,,,,
2021-12-30,Tidak Banjir,,,,
2021-12-31,Banjir,,"Kecamatan Gayamsari - Kelurahan Tambakrejo banjir yang disebabkan pompa yang mengarah ke Kanal Banjir Timur kurang berfunsi secara maksimal. berdampak di 7 RW RW 1 s.d RW 7 berdampak pada 10.570 Jiwa dan 3451 KK. Ketinggian genangan antara 20 - 45 cm. Dapur Umum ada di RW 3 dan RW 4. Banjir berangsur surut pada hari Sabtu tanggal 1 Januari 2022. titik yang masih tergenang ada di RW 4 dan RW 7, berkisar antara 5-10 cm. - Kelurahan Siwalan berdampak di 3 RW RW 1 s.d RW 3 berdampak pada 1.968 Jiwa dan 768 KK. Ketinggian genangan antara 20 - 60 cm. Banjir berangsur surut pada hari Sabtu tanggal 1 Januari 2022 - Kelurahan Sawah Besar berdampak di 9 RW RW 1 s.d RW 9 berdampak pada 1.479 Jiwa dan 1.972 KK. Ketinggian genangan antara 40 - 60 cm. Banjir berangsur surut pada hari Sabtu tanggal 1 Januari 2022 - Kecamatan Genuk - Kelurahan Gebangsari banjir yang disebabkan tingginya curah hujan di kelurahan Gebangsari kecamatan Genuk. berdampak di 8 RW RW 1,2,3,4,6,7,9,11 berdampak pada 360 Jiwa dan 119 KK. Balita 2, serta lansia 30 Ketinggian genangan antara 10 - 50 cm. Telah didirikan Posko PBA bertempat di Jl. Padi Raya. - Kelurahan Genuksari banjir yang disebabkan tingginya curah hujan di kelurahan Genuksari kecamatan Genuk. serta masih adanya titik talud yang jebol di sungai genuksari. pada tanggal minggu 2 Januari 2022, masih terdapat titik yang masih tergenanh yaitu di RW 8 dg ketinggian 10-30 cm. - Kecamatan Pedurungan - Kelurahan Muktiharjo Kidul banjir yang disebabkan tingginya curah hujan di kelurahan Muktiharjo Kidul kecamatan Pedurungan. Assestment awal dampak di 3 RW RW 4,15,24 berdampak pada 2266 Jiwa dan 456 KK. Ketinggian genangan antara 20 - 60 cm.",Kota Semarang,"-7.0054897672921985, 110.42496580317456"
2022-01-01,Banjir Kiriman,Hujan Deras yang mengguyur Kota Surakarta dan sekitarnya mengakibatkan luapan sungai Kali Jenes,"Mutihan Rt 05/11, Sondakan, Laweyan - Bratan Rt 01/09, Pajang, Laweyan - Songgalan Rw 04, Pajang, Laweyan - Totosari Rt 01/14, Pajang, Laweyan",Kota Surakarta,"-7.5714367763654, 110.79091153255"
2022-01-02,Tidak Banjir,,,,
2022-01-03,Tidak Banjir,,,,
2022-01-04,Tidak Banjir,,,,
2022-01-05,Tidak Banjir,,,,
2022-01-06,Banjir,Hujan Deras,Lokasi Kejadian Kecamatan : Gunungpati Kelurahan. : Plalangan Jalan. : Jl. Sekalongan RT : 03 RW : 05 Terdampak : 8 KK / 11 Jiwa Kronologi Kejadian. Hujan deras Pukul 15.00 disertai luapan air yang mengakibatkan arus melimbah yang menggenang di beberapa rumah akibat terhalang arus ke sungai Batang Pohon tumbang.,Kota Semarang,"-6.9973114635733, 110.40711784002"
2022-01-07,Tidak Banjir,,,,
2022-01-08,Tidak Banjir,,,,
2022-01-09,Banjir menerjang pertanian di Ds. Gunung Kec. Simo,diduga terjadi karena hujan deras dan pendangkalan sungai.,"Pada hari Minggu, 9 Januari 2022 pukul ± 15.00 WIB, telah terjadi banjir yang merusak lahan pertanian padi milik anggota kelompok tani Guyub Rukun di Ds. Gunung Kec. Simo dengan luas kerusakan sekitar ± 3000 M2 umur tanaman 5 hst diduga terjadi karena hujan deras dan pendangkalan sungai.",Boyolali,"-7.4269428682329, 110.66021889125"
2022-01-10,Tidak Banjir,,,,
2022-01-11,Tidak Banjir,,,,
2022-01-12,Tidak Banjir,,,,
2022-01-13,Tidak Banjir,,,,
2022-01-14,Tidak Banjir,,,,
2022-01-15,Tidak Banjir,,,,
2022-01-16,Banjir Bandang,Hujan Lebat,"Banjir di Kecamatan Dukuhseti Kabupaten pati: Desa puncel ~ketinggian air di jalan 50 s/d 100 cm ~ketinggian air di dalam rumah 30 s/d 50 cm ~jumlah RT 01 rw 05,rt 02 rw 05,rt 03 rw 05,rt 04 rw 05,rt 05 rw 05,rt 04 rw 06,rt 05 rw 06 dan sebagian rt 02 rw 06,rt 03 rw 06. ~jumlah kk yang terdampak masing"" tiap rt 50 kk. ~Akibat limpasan air dari daspasoan ~air datang jam 05.00 ~sampai pukul 11.00 air masing menggenangi tapi ada penyusutan 20 cm Desa wedusan ~Ketinggian air di jalan desa 140 cm ~Ketinggian air di dalam rumah 100 cm ~Jumlah rt yang terdampak rt 10 rw 05 ~Jumlah KK yang terdampak 40 kk ~air datang pukul 03.00 wib ~air surut pukul 07.30",Pati,"-6.4751253473676, 111.02829283038"
2022-01-16,Bencana Banjir,Hujan Lebat - Terdapat 3 titik tanggul jebol di Sungai Pasokan Desa Clering,Kronologi Kejadian : Hujan lebat yang terjadi sejak tadi malam diwilayah Desa Clering mengakibatkan banjir yang merendam permukiman warga. Sekitar pukul 05:00 WIB air mulai masuk kerumah warga. Sampai dengan saat ini ketinggian air berkisar 50 - 80 cm. Untuk korban jiwa nihil.,Jepara,"-6.420263, 110.970052"
2022-01-17,Tidak Banjir,,,,
2022-01-18,Tidak Banjir,,,,
2022-01-19,Banjir akibat jebolnya benteng Sungai Sengkarang di Desa Pesanggrahan - Wonokerto,Hujan Lebat mengakibatkan sungai Sengkarang dan sungai Welo meluap sehingga benteng sungai Sengkarang jebol sepanjang +- 25 meter dan air sungai masuk ke Desa Pesanggrahan,Hujan Lebat yang turun pada hari Rabu di wilayah Kabupaten Pekalongan sehingga sungai Sengkarang dan sungai Welo meluap ke pemukiman.,Pekalongan,"-6.885015752177213, 109.6373748779297"
2022-01-19,BANJIR,Hujan Tersus Menerus Disertai Ombak Tinggi Air Laut Menyebabkan Luapan Sungai Sambong,"Telah terjadi Banjir di Dukuh Pabean RT 1&2 RW 05, Kelurahan Karangasem Utara Batang, Akibat Luapan Sungai Sambong.",Batang,"-6.8896171638176, 109.74487801222"
2022-01-19,Banjir,Akibat Hujan deras.,"Hari : Rabu. Tanggal : 19 Januari 2022. Pukul : 19:00 WIB. Lokasi Kota : Semarang. Kecamatan : Tembalang. Kelurahan : Tandang. Alamat : Jl.Gombong. RT / RW : 01 / 13. Kronologi : - Pukul 17:00 WIB terjadi hujan deras disertai angin di wilayah Kota Semarang. - Pukul 19:00 WIB terjadi banjir karena luapan sungai gombong di wilayah RT 01 RW 13 Kelurahan Tandang yang mengakibatkan air masuk ke dalam beberapa rumah warga sekitar sungai. Adapun warga yg terdampak 4 rumah, 7 KK dengan ketinggian air 50 cm dan lama genangan 1 jam.",Kota Semarang,"-6.9973114635733, 110.42359288293"
2022-01-19,Banjir,Akibat hujan deras hari Rabu siang kemarin sampai hari kamis dini hari tadi malam menyebabkan beberapa bencana di kabupaten Grobogan,"Akibat hujan deras hari Rabu siang kemarin sampai hari kamis dini hari tadi malam menyebabkan beberapa bencana di kabupaten Grobogan, yaitu Desa Sidoharjo Ds. Tanggungharjo dan Dsn. Putatsewu Ds.Putatsari serta Dusun Sambong RT. 05 RW. 04 Desa Mlowokarangtalun kecamatan Pulokulon kec/kab Grobogan,",Grobogan,"-7.1063436678741, 110.59421414784"
2022-01-19,Banjir,Hujan Dengan intensitas tinggi,Melaksanakan Kegiatan Assassement Luapan Air Anak Sungai Kali PP dan Talut Longsor.,Boyolali,"-7.387091, 110.703757"
2022-01-20,Tidak Banjir,,,,
2022-01-21,Tidak Banjir,,,,
2022-01-22,Tidak Banjir,,,,
2022-01-23,Tidak Banjir,,,,
2022-01-24,Tidak Banjir,,,,
2022-01-25,banjir yang meluap dan mengakibatkan air masuk ke beberapa rumah warga di Desa Gutomo - Karanganyar,Hujan deras,hujan deras mengakibatkan banjir yang meluap dan mengakibatkan air masuk ke beberapa rumah warga dan ada 2 rumah yang rusak terkena derasnya arus sungai,Pekalongan,"-7.093078037485177, 109.61759086891993"
2022-01-26,Tanggul jebol sungai Cihaur 4 Dusun Purwasari RT 01 RW 01 Desa Babakan Kecamatan Kawunganten Kabupaten cilacap,Air pasang dari segara anakan karena tanggul sangat labil dan tidak kuat maka mengakibatkan tanggul Sungai Cihaur 4 jebol,Air pasang dari segara anakan karena tanggul sangat labil dan tidak kuat maka mengakibatkan tanggul Sungai Cihaur 4 jebol. Aparat Pemerintah Desa dan Kasi Trantib beserta Babinkamtibmas dan Babinsa melakukan cek TKB. Kebutuhan yg sangat mendesak untuk menanggulangi agar air asin tidak menggenangi area persawahan dan pemukiman di butuhkan kantong plastik kandi dan Bronjong guna membendung Tanggul yg jebol.,Cilacap,"-7.6446439106148, 108.98747011464"
2022-01-27,Tidak Banjir,,,,
2022-01-28,Banjir Luapan,Hujan dengan itensitas tinggi dan drainase yang tidak mampu menampung air.,"LOKASI KEJADIAN : Grumbul Blender Kadus 2 RT 1 RW 4, RT 1 RW 3, RT 2 RW 3 Desa Purwojati Kec. Purwojati Kab. Banyumas TITIK KOORDINAT : 7°29'42""S 109°7'2""E 7°29'36""S 109°7'15""E DATA RUMAH TERDAMPAK : RT 1 RW 4 1. Bu. Karlem 2. Bu. Kuliah RT 1 RW 3 1. Bp. Muhajir 2. Bp. Alif 3. Bp. Prianto 4. Bp. Zainun 5. Bp. Khairudin 6. Bp. Darsono 7. Bp. Gilang RT 2 RW 3 1. Bp. Muhail 2. Bp. Karsam 3. Bp. Datim DESKRIPSI KRONOLOGIS : Pada hari Kamis, 27 Januari 2022 pukul 13.00 WIB wilayah Desa Purwojati Kec. Purwojati terjadi hujan dengan intensitas tinggi lebih dari 3 jam. Kejadian tersebut mengakibatkan drainase yang tidak mampu menampung air akhirnya meluap merendam rumah dan pekarangan pada pukul 15.00 WIB. Air dapat surut pukul 16.30 WIB. VOLUME AIR : Didalam rumah T = ± 5 - 10 cm Di pekarangan T = ± 30 - 45 cm",Banyumas,"-7.494898421292083, 109.12273328910167"
2022-01-29,Tidak Banjir,,,,
2022-01-30,Tidak Banjir,,,,
2022-01-31,Tidak Banjir,,,,
2022-02-01,Tidak Banjir,,,,
2022-02-02,Banjir,hujan intensitas sedang- lebat,"Kamis, 17 Februari 2022 pada pukul 14.00 WIB terjadi hujan sedang- lebat mengguyur wilayah Kecamatan Pageruyung dan sekitarnya sehingga menyebabkan banjir limpas sungai Medono yang disebabkan adanya kayu yang menghambat aliran sungai sehingga limpas ke rumah warga, tidak ada korban jiwa dalam kejadian tersebut.",Kendal,"(-7.067163176082755, 110.03565726583858)"
2022-02-03,Banjir Luapan,- Hujan dengan intensitas tinggi - Tanggul tidak kuat menahan debit air,"LOKASI BENCANA : 1. Grumbul Karet RT 02 RW 04 Kel. Sumpiuh Kecamatan Sumpiuh. 2. Grumbul Karet RT 04 RW 04, Kel. Sumpiuh Kecamatan Sumpiuh. TITIK KOORDINAT : 7°38'08.6""S 109°22'35.6""E DESKRIPSI KRONOLOGIS : Pada Hari Kamis 3 Februari 2022, Terjadi Hujan dengan intensitas tinggi lebih dari 3 jam, yang mengakibatkan Tanggul penahan air jebol dan air meluap ke pemukiman warga PANJANG TALUD 1. Titik 1 RT 02 RW 04 Panjang 7 Meter 2. Titik 2 RT 04 RW 04 Panjang 4 neter DAMPAK BENCANA : a. Kerusakan Fasum : 1 tempat usaha penggilingan Beras b. Kerusakan Rumah : 9 Rumah Terendam air dengan ketinggian 10-30Cm CAKUPAN BENCANA : - Grumbul Karet RT 02 RW 04 - Grumbul Karet RT 04 RW 04 DATA PEMILIK RUMAH TERDAMPAK : - RT 04 RW 04 1. Tempat usaha Gilingan padi milik Nuroni 58 thn - Romlan 32 thn 2 jiwa (sekarang kondisi rumah kosong) Danu 8 thn - Bapak Samsudin, 58 - Swipeni 54 thn, IRT - Dian Fredian c 29 thn, buruh - Nuriya nurul huda, 20 thn, kerja swasta, dapur terendam± se lutut orang dewasa 2. Rumah 1 Terdiri dari 2 jiwa 1 KK - Romlan 32 thn 2 jiwa - Danu 8 thn, Pelajar Note : Pemilik Rumah Sedang tidak ada di rumah 3. Rumah 3 Terdiri dari 1 Jiwa 1 kk - Bapak Yatim 30 thn 4. Rumah 4 Terdiri dari 2 kk, 3 jiwa a. KK 1 -Bapak Yatiman 52 Thn, Pedagang -Ibu Nasriyah 50 Thn, IRT b. KK 2 -Ibu Nasiem 70 tn 5. Rumah 5 Terdiri dari 5 Jiwa, 1KK - Bapak Lusimin 36 thn, Wirswasta, - Ibu Jumiyanti, 30 Thn, IRT - Jelita 12 thn, Pelajar - Jesica 4 thn, - Jamsmin 6 bln RT 02 RW 04 1. Rumah 1, Terdiri dari 4 jiwa, 1 KK - Bapak SUGIAN 55 TH, Pedagang, - Ibu umiyati, 53, IRT - Fifi fidyaningsih 11 thn, - Adibpriyanto, 24 thn, swasta 2. Rumah 2. Terdiri dari 2 KK 5 Jiwa KK 1 - Bapak Waris 60 Thn, Petani - Ibu Sur, 55 thn, IRT Kk 2 - Ridwan, 30 thn, Buruh - Resti, 30 thn, IRT - Reza, 6 thn, Pelajar 3. Rumah 3, Terdiri dari - Bapak Saryono, 6t thn, Petani - Ibu Mutingah, 60 thn,",Banyumas,"(-7.61640045411284, 109.35653686523439)"
2022-02-04,Tidak Banjir,,,,
2022-02-05,Banjir di Desa Karangjompo Kecamatan Tirto,Hujan deras,"Dusun Dampyak Barat, Dusun Pulosari, Dusun Njompo Rumah Terdampak : 402 Rumah, Fasum/Fasos terdampak : Masjid, Musola, TPQ, Balaidesa",Pekalongan,"(-6.886357835182936, 109.64144108619534)"
2022-02-06,Tidak Banjir,,,,
2022-02-07,Banjir,Hujan Deras Terus Menerus,"Hujan deras sejak Minggu Malam, 6 Februari mengakibatkan aliran sungai Gabus meluap dan air menggenangi jalan perkampungan di Kalipucang Wetan & Kulon.",Batang,"(-6.912793965187946, 109.71704689090913)"
2022-02-08,Tidak Banjir,,,,
2022-02-09,Tidak Banjir,,,,
2022-02-10,Tidak Banjir,,,,
2022-02-11,Tidak Banjir,,,,
2022-02-12,Tidak Banjir,,,,
2022-02-13,Tidak Banjir,,,,
2022-02-14,Tidak Banjir,,,,
2022-02-15,Tidak Banjir,,,,
2022-02-16,Tidak Banjir,,,,
2022-02-17,Banjir,Hujan Deras di Wilayah Hulu Sungai.,Banjir Di Wilayah Desa Yosorejo Kecamatan Gringsing,Batang,"(-6.927449297324298, 110.03047590880684)"
